run_family,scenario_name,mechanism,num_outcomes,duration_steps,duration_bucket,clock_mode,split,price_continuity_pass,max_price_change,slippage_pass,solvency_pass,path_terminal_states,path_max_price_diff,path_max_funds_diff,path_max_residual_claimed_diff,fairness_gap_nav_per_deposit,entry_max_probability,reserve_required,releasable_pool,total_residual_claimed,divergence_max_quote_diff_vs_reference,divergence_max_nav_per_deposit_diff_vs_reference,invariant_failures
high_skew,fpmm_compare_high_skew_0003,fpmm_pool_share,16,,,event_step,,True,1.303926912844162771757250317E-30,True,True,1,0,0,0,0.9926809593188826047210197254,0.99637369390855324274246003402944112061373523024391276611965916851500015371957068,0,0E-29,104.1012840235662485323545551,,,0
high_skew,fpmm_compare_high_skew_0004,reference_parallel_lmsr_reserve_residual,16,,,event_step,,True,2E-80,True,True,1,0,0,0,-0.0744464368203481323249707361,0.099029904092495779023500469679516527416040880886350135029927553793465637387740176,0,391.8500119377882101810172329,391.8500119377882101810172329,,,0
high_skew,fpmm_compare_high_skew_0004,fpmm_pool_share,16,,,event_step,,True,1.408005212182692336965155870E-29,True,True,1,0,0,0,0.1566551513097799789685342163,0.074044095959022247782064991109926846666973524491005297606389422285228433009892669,0,0E-25,391.3084092634856811754118285,,,0
high_skew,fpmm_compare_high_skew_0005,reference_parallel_lmsr_reserve_residual,16,,,event_step,,True,1E-80,True,True,1,0,0,0,-0.0833374072762309303625780168,0.15341678469596019292539000444775057324392133539592900765735230768470242670647960,0,351.1895467298817812567146727,351.1895467298817812567146727,,,0
high_skew,fpmm_compare_high_skew_0005,fpmm_pool_share,16,,,event_step,,True,2.821369465899365523254816260E-29,True,True,1,0,0,0,0.3109833968032384439573743934,0.090270795534751941648990746366414940725738788711613978143915371332227779647690298,0,0E-26,348.5461473198261739826822545,,,0
high_skew,fpmm_compare_high_skew_0006,reference_parallel_lmsr_reserve_residual,16,,,event_step,,True,3.297521227760940573940976832E-29,True,True,1,0,0,0,-0.1370074869530081975177940629,0.44817425429451635035135956363878444831239364419159675285963990611444782980785254,0,265.3859742570757312084659667,265.3859742570757312084659667,,,0
high_skew,fpmm_compare_high_skew_0006,fpmm_pool_share,16,,,event_step,,True,5.089994563585605489744302898E-30,True,True,1,0,0,0,0.7445299999541575936874539053,0.22298124993941391822134318760203555063488129192525062923915412514586940782404398,0,0E-26,241.0693821863786636820509326,,,0
high_skew,fpmm_compare_high_skew_0007,reference_parallel_lmsr_reserve_residual,16,,,event_step,,True,1.9E-79,True,True,1,0,0,0,-0.3364714645046705262225710062,0.90820812667488851731549500532195857862459855573927718787971379516874574182107820,0,284.4422568370190618446238800,284.4422568370190618446238800,,,0
high_skew,fpmm_compare_high_skew_0007,fpmm_pool_share,16,,,event_step,,True,6.275305711856023854047221962E-31,True,True,1,0,0,0,0.9926809593188826047210197243,0.99637369390855324274246003402944112061373523024391276611965916851500015371957068,0,0E-29,256.9897353909700609012793310,,,0
high_skew,fpmm_compare_high_skew_0008,reference_parallel_lmsr_reserve_residual,32,,,event_step,,True,1E-80,True,True,1,0,0,0,-0.0772489227973714101395566937,0.050498800765582710218364522710936253145330189267700613433917673058875852135937058,0,388.2966828238771762688406944,388.2966828238771762688406943,,,0
